1_time_percent,1_error_X,1_error_Y,1_error_Angle,2_time_percent,2_error_X,2_error_Y,2_error_Angle,3_time_percent,3_error_X,3_error_Y,3_error_Angle,4_time_percent,4_error_X,4_error_Y,4_error_Angle,5_time_percent,5_error_X,5_error_Y,5_error_Angle,6_time_percent,6_error_X,6_error_Y,6_error_Angle
2832353000000.0,-0.619232177734,-3.72264099121,-29.5956764221,,,,,2810805000000.0,-17.1889343262,-2.07800292969,-44.3169975281,2808889000000.0,-15.5146179199,0.401229858398,-41.2119369507,2810469000000.0,-10.9660339355,5.30500793457,-40.9103279114,2846569000000,7.82397460938,7.43846130371,-39.5852546692
,,,,,,,,2810905000000.0,-16.4254455566,-2.07508850098,-44.0240058899,2808973000000.0,-15.1399536133,-0.549163818359,-41.5077934265,2810593000000.0,-11.2163391113,5.43060302734,-40.9093399048,2846665000000,7.49151611328,7.5472869873,-40.2525177002
,,,,,,,,2810981000000.0,-17.7048950195,-0.795059204102,-44.8270339966,2809069000000.0,-15.1109313965,-1.18489074707,-40.600440979,2810677000000.0,-12.0444030762,7.01878356934,-40.9459457397,2846741000000,7.44207763672,7.6280670166,-40.3011665344
,,,,,,,,2811081000000.0,-16.5955505371,-1.97451782227,-44.4612922668,2809161000000.0,-15.2574768066,-1.08689880371,-41.1938781738,2810793000000.0,-12.3633117676,7.31121826172,-40.807800293,2846841000000,7.50360107422,8.12333679199,-40.5066413879
,,,,,,,,2811169000000.0,-17.6297912598,-0.811645507812,-44.8939819336,2809257000000.0,-14.9401855469,-1.1085357666,-24.9878349304,2810869000000.0,-11.8889160156,7.24374389648,-40.89868927,2846941000000,7.00900268555,7.90603637695,-40.9558372498
,,,,,,,,2811309000000.0,-16.5306091309,-2.00512695312,-44.5791473389,2809349000000.0,-15.0893859863,-1.09072875977,-27.2767715454,2810997000000.0,-11.9615478516,7.32524108887,-40.9704055786,2847049000000,7.5387878418,7.78065490723,-41.1284637451
,,,,,,,,2811385000000.0,-15.9430541992,-2.46430969238,-44.5042076111,2809505000000.0,-15.2131958008,0.385437011719,-28.2770690918,2811073000000.0,-11.9549560547,7.56069946289,-41.0526809692,2847137000000,7.44989013672,7.8497467041,-41.1990737915
,,,,,,,,2811469000000.0,-17.0255737305,-1.39126586914,-42.722454071,2809601000000.0,-15.0344848633,-0.405731201172,-30.5660552979,2811265000000.0,-11.9542236328,7.65420532227,-41.1572265625,2847261000000,6.92565917969,8.81211853027,-40.6636924744
,,,,,,,,2811569000000.0,-15.8277282715,-2.76553344727,-42.7662010193,2809601000000.0,-14.0204467773,-0.60920715332,-31.4719219208,2811353000000.0,-12.037902832,7.71481323242,-41.470199585,2847333000000,6.68896484375,9.27961730957,-40.2480621338
,,,,,,,,2811669000000.0,-14.3299560547,-4.76107788086,-44.580657959,2809685000000.0,-15.056640625,0.871322631836,-32.6232833862,2811433000000.0,-12.1184997559,7.88053894043,-41.6730194092,2847509000000,7.10659790039,8.70697021484,-40.3096733093
,,,,,,,,2811769000000.0,-14.0289611816,-5.12059020996,-44.6724357605,2809785000000.0,-15.2919616699,0.114868164062,-33.5298805237,2811525000000.0,-12.2996826172,8.28605651855,-41.7420043945,2847585000000,5.82583618164,9.60771179199,-40.1806488037
,,,,,,,,2811869000000.0,-13.727935791,-5.48008728027,-44.7642173767,2809861000000.0,-16.0987854004,1.09088134766,-33.3116073608,2811613000000.0,-12.7557678223,8.38313293457,-41.8723182678,2847661000000,5.66989135742,9.78909301758,-40.1967086792
,,,,,,,,2811965000000.0,-15.5866394043,-3.20761108398,-43.6986923218,2809973000000.0,-16.3072814941,1.19941711426,-33.1068382263,2811613000000.0,-13.7221984863,9.31246948242,-41.6376724243,2847745000000,7.77203369141,9.11140441895,-40.2324409485
,,,,,,,,2812061000000.0,-15.7489318848,-2.93367004395,-43.1377983093,2810109000000.0,-15.3377075195,0.796920776367,-34.4041442871,2811693000000.0,-13.3356323242,8.76313781738,-41.8324394226,2847845000000,9.08334350586,8.68081665039,-39.7271308899
,,,,,,,,2812165000000.0,-14.4488220215,-3.8484954834,-42.9353408813,2810197000000.0,-15.4437561035,0.86100769043,-34.2854232788,2811765000000.0,-13.1629638672,8.80345153809,-41.9596366882,2847945000000,8.91662597656,8.63731384277,-39.9483375549
,,,,,,,,2812301000000.0,-15.3449707031,-2.16407775879,-41.8956413269,2810273000000.0,-16.8716125488,0.843063354492,-36.2001800537,2811885000000.0,-12.7277832031,8.68280029297,-41.6656951904,2848033000000,8.84606933594,8.7646484375,-40.2717247009
,,,,,,,,2812381000000.0,-14.1662597656,-3.27467346191,-41.8266563416,2810273000000.0,-23.3140869141,0.226104736328,-37.8418045044,2811985000000.0,-13.2819213867,8.76953125,-41.8103065491,2848129000000,8.9045715332,8.7603302002,-40.5373840332
,,,,,,,,2812381000000.0,-15.0501708984,-3.91766357422,-40.622253418,2810377000000.0,-20.2254638672,2.1431427002,-37.5299873352,2812109000000.0,-12.5164489746,9.17990112305,-41.8189620972,2848277000000,9.2151184082,8.69255065918,-40.7661437988
,,,,,,,,2812505000000.0,-14.0749206543,-3.86700439453,-40.8488273621,2810493000000.0,-20.6479797363,2.31259155273,-37.5958175659,2812205000000.0,-13.1617126465,9.54046630859,-41.9298095703,2848349000000,10.445098877,8.39421081543,-40.7712745667
,,,,,,,,2812581000000.0,-13.6921691895,-3.96142578125,-41.1048431396,2810577000000.0,-21.0704956055,2.48204040527,-37.6616439819,,,,,2848481000000,10.0202636719,8.55767822266,-40.9680099487
,,,,,,,,2812741000000.0,-14.4287414551,-2.30784606934,-40.2988319397,2810733000000.0,-18.7543029785,2.20213317871,-38.9471282959,,,,,2848561000000,9.72305297852,8.59777832031,-42.3805999756
,,,,,,,,2812829000000.0,-15.0445251465,-1.37785339355,-39.967338562,2810805000000.0,-17.8946533203,2.64370727539,-39.9311103821,,,,,2848685000000,9.55563354492,8.46963500977,-42.5507240295
,,,,,,,,,,,,,,,,,,,,2848685000000,9.65100097656,8.48109436035,-42.6815834045
,,,,,,,,,,,,,,,,,,,,2848857000000,10.400177002,8.68502807617,-42.5376434326
,,,,,,,,,,,,,,,,,,,,2848969000000,9.33639526367,8.77835083008,-42.7585258484
,,,,,,,,,,,,,,,,,,,,2849053000000,9.10656738281,9.78877258301,-41.2393188477
,,,,,,,,,,,,,,,,,,,,2849177000000,10.345916748,9.04183959961,-40.8073692322
,,,,,,,,,,,,,,,,,,,,2849177000000,11.9499206543,8.82600402832,-41.5659751892
,,,,,,,,,,,,,,,,,,,,2849249000000,11.7157897949,8.42613220215,-41.7238121033
,,,,,,,,,,,,,,,,,,,,2849381000000,12.5970458984,7.8902130127,-41.8185653687
,,,,,,,,,,,,,,,,,,,,2849457000000,13.3577880859,7.07292175293,-41.9942512512
,,,,,,,,,,,,,,,,,,,,2849597000000,13.2803344727,7.60760498047,-41.9581947327
,,,,,,,,,,,,,,,,,,,,2849677000000,13.2243347168,7.69036865234,-41.8516464233
,,,,,,,,,,,,,,,,,,,,2849677000000,12.7341003418,7.28678894043,-42.0110206604
,,,,,,,,,,,,,,,,,,,,2849905000000,13.0363769531,6.90675354004,-42.8179893494
,,,,,,,,,,,,,,,,,,,,2849997000000,13.6080627441,6.705078125,-41.241191864
,,,,,,,,,,,,,,,,,,,,2850065000000,13.375793457,8.20153808594,-41.1151504517
,,,,,,,,,,,,,,,,,,,,2850153000000,11.115020752,10.715133667,-40.4925079346
,,,,,,,,,,,,,,,,,,,,2850265000000,11.3905334473,10.2738189697,-41.5929679871
,,,,,,,,,,,,,,,,,,,,2850361000000,10.1565551758,12.0967102051,-40.7737998962
